Ramappa Temple in Warangal - It’s Potential for Securing World Heritage Site Status. = Ramappa Temple in Warangal - It’s Potential for Securing World Heritage Site Status.,( Guguloth Mahesh ),한국문화관광학회,문화관광연구,"Vol.19No.2[2017]
",2017,Korean,"Heritage Sites, Sculptures, Art, Architecture, Tourism Promotion",,,"학술저널
",http://www.kasct.co.kr,38-45,,,, KISS,,,"India has its own customs, traditions and culture. It was ruled by many dynasties and like Maurya, Guptha, Sathavahana, Chola, Rajputs, Kakatiya, Delhi sultans, Mughals and Europeans. These kings built many temples, stupas, viharas for worship, which are repositories of sculptures in stone.They, were built with rich (high quality) marbles and were left as symbols of their love for art in our country.Thus, the cultural wealth has been preserved by them. Historical Ramappa Temple in Warangal has been nominated as India’s entry to UNESCO for its recognition as the World Heritage Site.The nomination was submitted on 01/02/2017. UNESCO has been processing the nomination and sent a team of experts recently to temple. This temple was built by Kakatiya dynasty king Ganapathi Deva’s chief commander Rudra senani. It is repository of Kakatiyan creative genius, with intricate carvings adorning the walls, pillars and ceilings. In this temple we can see Kakatiya’s distinct style, technology, architecture and decoration exhibiting the influence of Kaktiya sculpture. The Kakatiya kingdom with Tank Temple and Town as an example for creative masterpieces interchange of cultural values and unique testimony to Kakatiya cultural tradition. Ramappa temple is in Warangal district and it is 180km away from Hyderabad, Telangana state’s capital city in India. Warangal city has been awarded for the third time in a row the “best heritage city” at the National Tourism Awards 2014-15. This City is also City under the Development and Augmentation Yojana), AMRIT (Atal Mission for Rejuvenation and Urban Transformation), SMART CITY, from the National Government. In India, this Warangal city is the only one city, which got three major schemes, because of heritage monuments and their importance.
In this paper an attempt is made to make a detailed study on the art and architecture of the Ramappa Temple complex. The art and sculpture of the temple particularly, bracket figures known as ‘madanikas’, nandimandapas, perini dance sculptures and other minor temples will be examined.",
관광 게미피케이션의 특성과 기술수용모형간의 관계연구 = The impact of gamification functions on the use of gamified-app based on technology acceptance model(TAM),"박우택,이병철,김원식",한국이벤트컨벤션학회,이벤트 컨벤션 연구,"Vol.15No.2[2019]
",2019,Korean,"Gemification,TAM,Perceived ease of use,Percieved usefullness,게미피케이션,기술수용모형,지각된 용이성,유용성",,KCI등재,"학술저널
",http://www.asec.or.kr/,65-87,0.0,,," KCI, &nbsp;&nbsp; KISS",,,"Purpose–The purpose of this study was to test the impact of gamification functions on the use of gamified-application app based on technology acceptance model(TAM) Design, data, and methodology–In the literature reviews, theoretical concepts about technology acceptance model, tourism information using smart phone, application, and gamification attributes were investigated through gamification-related researches. Based on these theoretical review, the functions of the gamificationand were divided into four factors: objectives and rules, compensation, level and mission, feedback. The causal relationship of gamification factors was examined based on the technology acceptance model.
Result–First, the factors of the gamification have a positive effect on the perceived usefulness. second, the factors of the gamification have a positive effect on the perceived ease of use. however, in the case of compensating among the components of the gamification has a negative effect was noted. third, perceived ease of use has a positive effect on perceived usefulness. fourth, perceived ease of use and perceived usefulness showed a positive effect on intention to use, and perceived ease of use had a greater effect.
Conclusions–This study on the relationship between technology acceptance models so that tourists can have more intentions to use it through gemification, which has not been studied in the past. In the future, it will be helpful to increase the demand for tourist information through tourism guide through the gemification, and it will help to increase the tourism demand, and further study on the effect of the gamification through the extended technology acceptance model is expected to be possible.",
연구논문 : 무역박람회산업에서 증강현실 기술의 동향과 활용에 관한 탐색적 연구 = A Study of the Technical Tendency of Augmented Reality and the Application in Trade Fair Industry,윤세남 ( Se Nam Yoon ),한국컨벤션학회,MICE관광연구(JOURNAL OF MICE & TOURISM RESEARCH),"Vol.34No.-[2013]
",2013,Korean,"가상현실 가상현실,Virtual Reality,증강현실 증강현실,Augmented Reality,합성현실 합성현실,Mixed Reality,무역박람회 무역박람회,Trade Fair,기술동향 기술동향,Technical Tendency",326.39,KCI등재,"학술저널
",http://www.iconvention.or.kr,121-135,,,, KISS,,,"The purpose of this study was to explore the trend and application of Augmented reality in the trade fare industry. The types of trade fare started from simple product exhibition and had developed through sample, general, trade, and professional exhibition. The virtual exhibition has been focused as the new type of exhibition. It is generally agreed that the virtual exhibition would be introduced to the trade fare and a cutting edge type of exhibition in the future. So, it would be meaningful to explore the recent trend of augmented reality technology and how to apply the technology to the trade fare. Documentary method was used for the study. The augment reality is generalized by introducing smart phone and widely used in trade fare field. It is recommended that the virtual exhibition would be specified as four steps. Also, it is suggested that the effectiveness and efficiency in fulfilling the purposes of the trade fare would be increased for the host, exhibitor, and host city of trade fare by using augmented reality.",
"연구논문 : 전시주최자 SNS의 커뮤니케이션 효과가 브랜드이미지 및 만족도에 미치는 영향 연구 = A Study on the Impact of SNS Attributions on Communication effects, Brand Image and Satisfaction in Exhibition","황희곤 ( Hee Kon Hwang ),정희정 ( Hee Jung Jung )",한국컨벤션학회,MICE관광연구(JOURNAL OF MICE & TOURISM RESEARCH),"Vol.29No.-[2011]
",2011,Korean,"SNS,Exhibition,Brand Image,Communication effects",326.39,KCI등재,"학술저널
",http://www.iconvention.or.kr,143-162,,,, KISS,,,"Recent surge in smart phone users with the information center, the exhibition now moves to the mobile and smart phones are accelerating the combination of exhibition. Existing standardized advertising and promotional techniques to exhibitors and visitors were delivered unilaterally in the marketing message, SNS is based on communication with exhibitors and visitors from all over who wish to pursue movements. The exhibition visitors as much information from the SNS communication effectiveness by providing a cognitive attitude, that is, a lot of visitor information that provides a compelling exhibition SNS, and reliable, the information you thought to gain the benefits. The exhibit attitude that the cognitive impact of the brand image, satisfaction is influenced. Finally, communication effectiveness to increase exhibition SNS users visitors` satisfaction and continued use for inducing an alternative has proposed, and SNS utilizing marketing, customer communications and promotional channel.",
한국드라마가 중국인의 한국호감도와 애호도 및 방문의사에 미치는 영향 = Management(SCM) to Convention Industry The Influences of Korean Drama in Chinese Market and How it makes a Favorable Impression and Visit Intention about Korea,"유홍서 ( Hongrui Liu ), 이익성 ( Ik-seong Lee )",한국컨벤션학회,MICE관광연구(JOURNAL OF MICE & TOURISM RESEARCH),"Vol.16No.2[2016]
",2016,Korean,"중국인(Chinese), 한국드라마(Korean Drama), 한국호감도(Likability of Korea), 한국애호도(Preference for Korea), 방문의사(Intention to Visit Korea), 유교문화(Confucian Culture), 한류(Korean Wave)",326.39,KCI등재후보,"학술저널
",http://www.iconvention.or.kr,57-77,4.0,,, KISS,,,"This research conducted an empirical survey about three components: the awareness of Korean drama among Chinese, favorable impression of Korea and intention to visit the country. Through literary research, it drew the concepts and measured frequency, elements and reliability by conducting the questionnaire targeting the local Chinese people. The increasing purchase of the Korean Wave products by Chinese people can positively impact on their visit to Korea, so that it is necessary to establish more systematic and in-depth plans to promote the planning, production and direction of K-dramas on an annual basis at the national level. In addition, it was analyzed that as more people watched K-dramas via the internet or smart phones due to the practical reasons, the viewers had a strong awareness of Korean dramas so that they had a strong favor of Korea and intention visit the country.",
무슬림 관광객 증대를 위한 머신러닝 기반의 할랄푸드 분류 프레임워크 = A Halal Food Classification Framework Using Machine Learning Method for Enhancing Muslim Tourists,"김선아 ( Kim Sun-a ), 김정원 ( Kim Jeong-won ), 원동연 ( Won Dong-yeon ), 최예림 ( Choi Yerim )",한국정보시스템학회,情報시스템硏究(Journal of information systems),"Vol.26No.3[2017]
",2017,Korean,"Machine learning, Halal food, food classification, Muslim, smart tourism",,KCI등재,"학술저널
",http://www.ekais.or.kr,273-293,1.0,,, KISS,,,"Purpose
The purpose of this study is to introduce a framework that helps Muslims to determine whether a food can be consumed. It can complement existing Halal food classification services having a difficulty of constructing Halal food database.
Design/methodology/approach
The proposed framework includes two components. First, OCR(Optical Character Recognition) technique is utilized to read the food additive information. Second, machine learning methods were used to trained and predicted to determine whether a food can be consumed using the provided information.
Findings
Among the compared machine learning methods, SVM(Support Vector Machine), DT(Decision Tree), and NB(Naive Bayes), SVM with linear kernel and DT had excellent performance in the Halal food classification. The framework which adopting the proposed framework will enhance the tourism experiences of Muslim tourists who consider keeping the Islamic law most importantly. Furthermore, it can eventually contribute to the enhancement of smart tourism ecosystem.",
빅데이터를 활용한 음식관광관련 의미연결망 분석의 탐색적 적용 = An Exploratory Study on the Semantic Network Analysis of Food Tourism through the Big Data,김학선(Hak-Seon Kim),한국조리학회,한국조리학회지(Culinary science and hospitality research),"Vol.23No.4[2017]
",2017,Korean,"Food tourism,Big data analysis,Web crawling,Text mining,Semantic network analysis",,KCI등재,"학술저널
",http://www.culinary.re.kr,22-32,27.0,,," NDSL, &nbsp;&nbsp; KCI, &nbsp;&nbsp; DBpia",,,"The purpose of this study was to explore awareness of food tourism using big data analysis. For this, this study collected data containing ‘food tourism’ keywords from google web search, google news, and google scholar during one year from January 1 to December 31, 2016. Data were collected by using SCTM (Smart Crawling & Text Mining), a data collecting and processing program. From those data, degree centrality and eigenvector centrality were analyzed by utilizing packaged NetDraw along with UCINET 6. The result showed that the web visibility of ‘core service’ and ‘social marketing’ was high. In addition, the web visibility was also high for destination, such as rural, place, ireland and heritage; ‘socioeconomic circumstance’ related words, such as economy, region, public, policy, and industry. Convergence of iterated correlations showed 4 clustered named ‘core service’, ‘social marketing’, ‘destinations’ and ‘social environment’. It is expected that this diagnosis on food tourism according to changes in international business environment by using these web information will be a foundation of baseline data useful for establishing food tourism marketing strategies.","ABSTRACT
1. 서론
2. 이론적 배경
3. 연구방법
4. 분석결과
5. 결론 및 시사점
ACKNOWLEDGEMENT
REFERENCES
"
"의미연결망 분석을 통한 부산관광에 관한 탐색적 연구: 구글 웹, 뉴스 검색을 이용하여 = An Exploratory Study on the Semantic Network Analysis of Busan Tourism: Using Google Web and News","김예지,반현정,김학선",(사)한국조리학회,한국조리학회지(Culinary science and hospitality research),"Vol.25No.1[2019]
",2019,Korean,"Busan tourism,Semantic network analysis,Big data analysis,Web crawling,Text mining.",,KCI등재,"학술저널
",http://www.culinary.re.kr,126-134,13.0,,," KCI, &nbsp;&nbsp; DBpia",,,"The purpose of this study was to explore awareness of ‘Busan tourism’ using big data analysis of Goggle web and news. For this, the data was collected by using SCTM (Smart Crawling & Text Mining) during an year from January 2018 to December 2018. From those data, degree centrality and eigenvector centrality were analyzed by utilizing packaged Net Draw along with Ucinet 6. The result showed that the web visibility of ‘hotel’ and ‘room’ was high. In addition, the frequency of ‘service’ and ‘food’ was low, but degree centrality and eigenvector centrality was high. Convergence of iterated correlations showed 4 clustered named ‘hospitality’, ‘destination’, ‘transportation’ and ‘information’. Especially ‘food’ and ‘service’ has powerful relationship according to degree centrality and eigenvector centrality. It means that the industry of Busan tourism has to focus on the food industry with accurate service in order to increase tourists.",
CNN 을 활용한 서울 경복궁 모바일 관광 가이드 시스템 개발 = Development of a tour information system for smart phones using CNN,"오현주(Hyunju Oh),정지솔(Jisol Jung),박소정(Sojung Park),이기용(Ki Yong Lee)",한국정보과학회,한국정보과학회 학술발표논문집,"Vol.2019No.6[2019]
",2019,Korean,,,,"학술저널
",http://www.kiise.or.kr,1642-1644,,,, DBpia,,,,
스마트 투어 가이드를 위한 서비스 플랫폼과 모바일 앱,좌정우,한국인터넷방송통신학회,한국인터넷방송통신학회 논문지,"Vol.16No.6[2016]
",2016,Korean," Digital tourism, Mobile application, Pedestrian network, Point-of-interest (POI), Smart tour guide",,KCI등재,"학술저널
",,203-209,4.0,,," NDSL, &nbsp;&nbsp; eArticle",,"디지털 관광은 여행 전, 동안, 이후에 관광객의 활동을 디지털로 지원한다[1]. GPS를 지원하는 스마트폰은 주 요 관광지에서 투어 가이드와 스토리텔링 서비스와 같은 위치 기반 모바일 어플리케이션을 제공한다. 본 논문에서 지 리정보시스템을 기반으로 스마트 관광 서비스 플랫폼을 제안하고 제주도의 주요 관광명소에서 스마트 투어 가이드 서 비스를 제공하기 위한 모바일 어플리케이션을 개발한다. 제안하는 스마트 관광 서비스 플랫폼은 관광지도와 지리정보시 스템, 콘텐츠 관리 시스템, 멀티모달 내비 시스템, 관광지 콘텐츠 제작 및 관리시스템, 여행상품 제작 및 관리시스템, 스마트 검색 시스템과 사용자 단말기로 구성된다. 스마트 투어 모바일 어플리케이션은 제안하는 스마트 관광 플랫폼을 이용하여 제주 유명 관광명소에서 여행 전, 동안, 이후의 디지털 관광을 지원한다","Digital tourism is the digital support of the tourist experience before, during and after the tourist activity[1]. The GPS-enabled mobile phones provide location-based mobile applications such as tour guide and storytelling services. In this paper, we propose the smart tour guide service platform based on GIS and develop the mobile application to provide the smart tour guide service. The proposed smart tour guide service platform consists of CMS, the multi-modal navigation system, the tour attraction content creation and management system, the tour commodity creation and management system, the smart search system, and the user terminal. The smart tour guide application supports digital tourism in the pre-tour, during tour, and post-tour using the proposed smart tour guide service platform in the popular tourist attractions in Jeju.","요약
 Abstract
 Ⅰ. 서론
 Ⅱ. 스마트 관광 서비스 플랫폼
 Ⅲ. 스마트 투어 가이드 앱
 Ⅳ. 결론
 References"
